phrase,intent,parameters
Включи кондиционер на восемнадцать градусов,ac_set,"{""state"": ""on"", ""temperature"": 18}"
Выключи кондиционер,ac_off,
Поставь рециркуляцию включенной,ac_mode_set,"{""enabled"": true}"
Увеличь скорость вентилятора до 70%,ac_fan_set,"{""level"": 70, ""speed"": ""medium""}"
Включи обогрев сиденья водителя на максимум,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Установи обогрев сиденья пассажира на 50 процентов,seat_heater_set,"{""seat"": ""passenger"", ""level"": 50}"
Включи вентилятор сиденья у пассажира на 30,seat_vent_set,"{""seat"": ""passenger"", ""level"": 30}"
Выключи обогрев сиденья водителя,seat_heater_set,"{""seat"": ""driver"", ""level"": 0}"
Включи обдув стекол,defrost_set,"{""state"": ""on"", ""target"": ""front""}"
Выключи обогрев заднего стекла,defrost_set,"{""state"": ""off"", ""target"": ""rear""}"
Открой люк на 50 процентов,sunroof_set,"{""action"": ""open"", ""percent"": 50}"
Закрой люк полностью,sunroof_close,
Поставь громкость на 70,volume_set,"{""level"": 70}"
Сделай погромче на десять,volume_change,"{""delta"": 10}"
Убавь громкость на 5 единиц,volume_change,"{""delta"": -5}"
Поставь на без звука,volume_mute_set,"{""state"": ""on""}"
Включи музыку,play_music,
Останови музыку,stop_music,
Следующий трек,next_track,
Предыдущий трек,previous_track,
Переключи на радио,media_source_set,"{""source"": ""radio""}"
Поставь USB,media_source_set,"{""source"": ""usb""}"
Как доехать до Кремля?,nav_start,"{""destination"": ""Кремль""}"
Отмени навигацию,nav_cancel,
Позвони другу,call_start,"{""contact"": ""друг""}"
Ответь на звонок,call_answer,
Заверши разговор,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи фары,headlights_set,"{""state"": ""off""}"
Поставь на авто,headlights_set,"{""state"": ""auto""}"
Включи дальний свет,high_beam_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Установи скорость дворников на авто,wipers_set,"{""speed"": ""auto""}"
Включи дворники на высокой скорости,wipers_set,"{""speed"": ""high""}"
Выключи дворники,wipers_set,"{""speed"": ""off""}"
Как дела?,chitchat,
"Привет, как ты?",chitchat,
Что нового?,chitchat,
Закрой стекло у пассажира полностью,window_set,"{""action"": ""close"", ""window"": ""passenger""}"
Открой окно водителя на пятьдесят процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 50}"
Приоткрой все окна на десять процентов,window_set,"{""action"": ""set"", ""window"": ""all"", ""percent"": 10}"
Сделай кондиционер холоднее до 18 градусов,ac_set,"{""state"": ""on"", ""temperature"": 18}"
Включи обогрев сиденья водителя на максимум,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Включи кондиционер и выставь на 22,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Выключи кондиционер,ac_off,
Сделай потоки воздуха сильнее,ac_fan_set,"{""level"": 75, ""speed"": ""high""}"
Настрой радио на частоту 95.5,radio_set,"{""frequency"": ""95.5""}"
Поставь музыку на паузу,media_pause,
Сделай погромче на восемь,volume_change,"{""delta"": 8}"
Уменьши громкость на 15%,volume_change,"{""delta"": -15}"
Переключи на следующий трек,next_track,
Проведи поиск по маршруту до аэропорта,nav_start,"{""destination"": ""аэропорт""}"
Как доехать до Красной площади?,nav_start,"{""destination"": ""Красная площадь""}"
Перезвони мне на номер 123456789,call_start,"{""contact"": ""123456789""}"
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи дворники,wipers_set,"{""speed"": ""off""}"
Закрой люк,sunroof_close,
"Привет, как дела?",chitchat,
Закрой все окна,window_set,"{""action"": ""close"", ""window"": ""all""}"
"Пожалуйста, открой пассажирское окно на тридцать процентов",window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
Приоткрой окно водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
"Сделай в салоне немного прохладнее, поставь кондиционер на 20 градусов",ac_set,"{""state"": ""on"", ""temperature"": 20}"
Выключи кондиционер,ac_off,
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Поставь обдув на средний уровень,ac_fan_set,"{""level"": 50, ""speed"": ""medium""}"
Разогрей сиденье пассажира на максимум,seat_heater_set,"{""seat"": ""passenger"", ""level"": 100}"
Отключи обогрев сиденья водителя,seat_heater_set,"{""seat"": ""driver"", ""level"": 0}"
Включи обогрев сидений,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Включи обогреватель заднего стекла,defrost_set,"{""state"": ""on"", ""target"": ""rear""}"
Выключи обогрев переднего стекла,defrost_set,"{""state"": ""off"", ""target"": ""front""}"
Закрой люк на половину,sunroof_set,"{""action"": ""set"", ""percent"": 50}"
Полностью открой люк,sunroof_set,"{""action"": ""open"", ""percent"": 100}"
Закрой люк,sunroof_close,
Включи музыку,play_music,
Приостанови музыку,media_pause,
Переключи на следующий трек,next_track,
Сделай громче на десять,volume_change,"{""delta"": 10}"
Уменьши громкость на пять процентов,volume_change,"{""delta"": -5}"
Поставь громкость на восемьдесят,volume_set,"{""level"": 80}"
"Пожалуйста, сделай звук тише",volume_mute_set,"{""state"": ""on""}"
Установи источник на USB,media_source_set,"{""source"": ""usb""}"
Сделай режим воспроизведения на все,media_repeat_set,"{""mode"": ""all""}"
Перемешай треки,media_shuffle_set,
Слушай радио на частоте 102.5,radio_set,"{""frequency"": ""102.5""}"
"Переключи на станцию ""Хит FM""",radio_set_station,"{""station"": ""Хит FM""}"
"Навигатор, начни маршрут до дома",nav_start,"{""destination"": ""дом""}"
Отмени навигацию,nav_cancel,
Позвони Васе,call_start,"{""contact"": ""Вася""}"
Ответь на звонок,call_answer,
Заверши разговор,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи противотуманные фары,high_beam_set,"{""state"": ""off""}"
Установи дворники на авто,wipers_set,"{""speed"": ""auto""}"
Сделай режим дождя ручным,rain_set,"{""mode"": ""manual""}"
Включи обогрев руля,wheel_heater_set,"{""state"": ""on""}"
Как дела?,chitchat,
"Привет, как поживаешь?",chitchat,
Закрой окно у водителя,window_set,"{""action"": ""close"", ""window"": ""driver""}"
Приоткрой стекло пассажира на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
Открой все окна немного,window_set,"{""action"": ""open"", ""window"": ""all""}"
Сделай кондиционер холоднее на два градуса,ac_set,"{""state"": ""on"", ""temperature"": 20}"
Выключи кондиционер,ac_off,
Включи обогрев сиденья для пассажира на средний уровень,seat_heater_set,"{""seat"": ""passenger"", ""level"": 50}"
Добавь ещё двадцать процентов к вентилятору,ac_fan_set,"{""level"": 20, ""speed"": ""medium""}"
Включи обдув стекла,ac_mode_set,"{""enabled"": true}"
Сделай громче на пять,volume_change,"{""delta"": 5}"
Уменьши громкость на десять процентов,volume_change,"{""delta"": -10}"
Поставь на радио 94.5,radio_set,"{""frequency"": ""94.5""}"
Включи следующее трек,next_track,
Скажи стоп для музыки,stop_music,
Как доехать до ВДНХ?,nav_start,"{""destination"": ""ВДНХ""}"
Позвони моему другу на мобильный,call_start,"{""contact"": ""друг""}"
Ответь на звонок,call_answer,
Выключи фары,headlights_set,"{""state"": ""off""}"
Поставь режим дождя на авто,rain_set,"{""mode"": ""auto""}"
Закрой люк на полностью,sunroof_set,"{""action"": ""close"", ""percent"": 100}"
Как дела?,chitchat,
Приоткрой окно водителя на десять процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 10}"
"Закрой все окна, пожалуйста",window_set,"{""action"": ""close"", ""window"": ""all""}"
"Можно, пожалуйста, открыть пассажирское окно?",window_set,"{""action"": ""open"", ""window"": ""passenger""}"
Поставь кондиционер на 20 градусов,ac_set,"{""state"": ""on"", ""temperature"": 20}"
Выключи кондиционер,ac_off,
Включи обогрев сидений на максимум,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Увеличь громкость на пять,volume_change,"{""delta"": 5}"
Сделай тише на десять процентов,volume_change,"{""delta"": -10}"
Включи радио на частоте 101.5,radio_set,"{""frequency"": ""101.5""}"
Поставь трек назад,previous_track,
Начни навигацию до музея,nav_start,"{""destination"": ""музей""}"
Как доехать до центра города?,nav_start,"{""destination"": ""центр города""}"
"Позвони, пожалуйста, Андрею",call_start,"{""contact"": ""Андрей""}"
Ответь на звонок,call_answer,
Выключи фары,headlights_set,"{""state"": ""off""}"
