phrase,intent,parameters
"Пожалуйста, выключи обдув заднего стекла",defrost_set,"{""target"": ""rear"", ""state"": ""off""}"
Покажи маршрут до ближайшей заправки,nav_start,"{""destination"": ""ближайшая заправка""}"
Позвони Алене,call_start,"{""contact"": ""Алена""}"
"Сбрось вызов, положи трубку",call_hangup,
Поставь повторы альбома,media_repeat_set,"{""mode"": ""album"", ""state"": ""on""}"
Настрой радиостанцию на 101.2 FM,radio_set_station,"{""frequency_mhz"": 101.2}"
"Прокладывай маршрут до дома, пожалуйста",nav_start,"{""destination"": ""дом""}"
Поставь дворники на непрерывную работу,wipers_set,"{""mode"": ""continuous""}"
Отключи авто-режим дворников,wipers_set,"{""mode"": ""auto"", ""state"": ""off""}"
Закрой водительское окно,window_set,"{""window"": ""driver"", ""position_percent"": 0}"
"Пожалуйста, сделай потише радио",volume_change,"{""change"": ""down""}"
Добавь громкости на два,volume_change,"{""change"": ""up"", ""step"": 2}"
Режим перемешивания выключи,media_shuffle_set,"{""state"": ""off""}"
Найди ближайшую платную парковку и проложи маршрут до неё,nav_start,"{""destination"": ""ближайшая платная парковка""}"
"Если звонок есть — ответь, пожалуйста",call_answer,
Сбрось звонок сейчас,call_hangup,
Включи радио на станцию Дорожное,radio_set_station,"{""station_name"": ""Дорожное""}"
Что нового?,chitchat,
Поставь кондиционер на минимальную температуру и максимальный обдув,ac_set,"{""temperature"": ""min"", ""fan_speed"": ""max""}"
"Максимум прохлады, включи кондиционер",ac_set,"{""mode"": ""cool"", ""fan_speed"": ""max""}"
Подними обдув на три ступени,ac_fan_set,"{""change"": ""up"", ""steps"": 3}"
Приоткрой крышу на двадцать процентов,sunroof_set,"{""percent"": 20}"
Сделай температуру двадцать три градуса,ac_set,"{""temperature"": 23}"
Включи рециркуляцию и поставь авто,ac_mode_set,"{""modes"": [""recirculation"", ""auto""]}"
Включи обогрев водительского сиденья,seat_heater_set,"{""seat"": ""driver"", ""state"": ""on""}"
Сделай подогрев заднего ряда поменьше,seat_heater_set,"{""seat"": ""rear"", ""action"": ""decrease""}"
Отключи вентиляцию сиденья пассажира,seat_vent_set,"{""seat"": ""passenger"", ""state"": ""off""}"
Включи солнцезащитный люк полностью,sunroof_set,"{""percent"": 100}"
"Пожалуйста, закрой панорамную крышу",sunroof_close,
Настрой частоту на 101.7 FM,radio_set_station,"{""frequency"": ""101.7"", ""band"": ""FM""}"
Переключись на УКВ,radio_set,"{""band"": ""UKV""}"
"Проклади маршрут до дома, пожалуйста, объезжай платные участки и пробки",nav_start,"{""destination"": ""дом"", ""avoid"": [""tolls"", ""traffic""]}"
"Проложи маршрут до ближайшей заправки, пожалуйста, избегай платных дорог",nav_start,"{""destination"": ""заправка"", ""avoid"": ""tolls""}"
Включи дворники на режим семь,wipers_set,"{""level"": 7}"
Включи повтор для плейлиста,media_repeat_set,"{""mode"": ""all""}"
Включи режим перемешать для плейлиста,media_shuffle_set,"{""state"": ""on""}"
"Тихо, пожалуйста — убавь звук",volume_change,
Поменяй на следующий радиоканал,radio_set,"{""action"": ""next_preset""}"
Где ближайшая парковка?,chitchat,
Мне холодно в ногах,chitchat,
Перемотай трек вперёд,next_track,
Сделай громкость ровно пять,volume_set,"{""level"": 5}"
Поменяй источник на AUX,media_source_set,"{""source"": ""AUX""}"
Открой левое окно чуть-чуть,window_set,"{""side"": ""left""}"
До конца распахни окно,window_set,"{""percent"": 100}"
Установи двадцать два градуса в салоне,ac_set,"{""temperature"": 22}"
Поставь кондиционер на восемнадцать градусов,ac_set,"{""temperature"": 18}"
Включи режим обдува лица,ac_mode_set,"{""mode"": ""face""}"
Переключи на охлаждение,ac_mode_set,"{""mode"": ""cool""}"
Прибавь скорость вентилятора на три,ac_fan_set,"{""delta"": 3}"
Уменьши вентилятор на один шаг,ac_fan_set,"{""delta"": -1}"
Отключи подогрев заднего правого сиденья,seat_heater_set,"{""seat"": ""rear_right"", ""state"": ""off""}"
Растопи стекла,defrost_set,
Запусти плейлист для дороги,play_music,"{""playlist"": ""road""}"
Воспроизведи джаз,play_music,"{""genre"": ""jazz""}"
Можешь чуть прибавить звук?,volume_change,"{""direction"": ""up""}"
Настрой на станцию 107.5,radio_set_station,"{""frequency"": 107.5}"
Навигатор до дома,nav_start,"{""destination"": ""home""}"
"Проложи маршрут в центр города, без платных дорог",nav_start,"{""destination"": ""city_center"", ""avoid"": ""tolls""}"
"Поезжай ко мне, адрес в контактах",nav_start,"{""destination"": ""contact:me""}"
Набери Иван Иванов,call_start,"{""contact"": ""Ivan Ivanov""}"
Свяжись с эвакуатором,call_start,"{""contact"": ""tow_service""}"
Я голоден,chitchat,
"Слушай, расскажи анекдот",chitchat,
Опусти водительское стекло наполовину,window_set,"{""side"": ""driver"", ""position"": ""50%""}"
"Проветри, пожалуйста, салон — открой окна на пару минут, если можно",window_set,
Включи климат-контроль,ac_set,"{""state"": ""on""}"
"Хочу, чтобы в салоне было прохладно, поставь двадцать градусов",ac_set,"{""temperature"": 20}"
Сделай жарче на два градуса,ac_set,"{""change"": 2}"
Понизь скорость вентилятора до третьего уровня,ac_fan_set,"{""speed"": 3}"
Включи режим увлажнения,ac_mode_set,"{""mode"": ""humidify""}"
Сделай обогрев пассажира на два шага,seat_heater_set,"{""side"": ""passenger"", ""level"": 2}"
Разморозить лобовое стекло,defrost_set,"{""target"": ""front"", ""action"": ""on""}"
Подави запотевание заднего стекла,defrost_set,"{""target"": ""rear"", ""action"": ""on""}"
Громкость на десять,volume_set,"{""level"": 10}"
"Хочу слушать Серебряный Дождь весь путь домой, переключи радио",radio_set,"{""station"": ""Серебряный Дождь""}"
"Прокладывай маршрут к Красной площади, объехать пробку по возможности",nav_start,"{""destination"": ""Красная площадь"", ""avoid_traffic"": true}"
Переведи на дальний свет,high_beam_set,"{""state"": ""on""}"
Сделай дворники на третью скорость,wipers_set,"{""speed"": 3}"
Включи подогрев руля на два уровня,wheel_heater_set,"{""level"": 2}"
Как погодка?,chitchat,
"Найди мне ближайшую кофейню и проложи маршрут, пожалуйста, быстро, тороплюсь",nav_start,"{""destination"": ""кофейня"", ""urgency"": ""high""}"
Поставь «Несчастный случай» в очередь воспроизведения и пусть будет следующим треком,play_music,"{""track"": ""Несчастный случай""}"
Подними стекло переднего правого окна,window_set,"{""window"": ""front_right"", ""action"": ""up""}"
"Опусти заднее левое, пожалуйста",window_set,"{""window"": ""rear_left"", ""action"": ""down""}"
Открой на половину водительское окно,window_set,"{""window"": ""driver"", ""position_percent"": 50}"
Установи температуру 23 градуса,ac_set,"{""temperature"": 23}"
Поставь вентилятор на третью ступень,ac_fan_set,"{""speed"": 3}"
Выключи кондиционер и обогрев,ac_off,
Включи подогрев сидений водителя на максимум,seat_heater_set,"{""seat"": ""driver"", ""level"": ""max""}"
"Вентиляция задних сидений, включи пожалуйста",seat_vent_set,"{""seat"": ""rear"", ""state"": ""on""}"
Выключи подогрев кресел,seat_heater_set,"{""state"": ""off""}"
Включи заднюю разморозку,defrost_set,"{""target"": ""rear"", ""state"": ""on""}"
Подними шторку люка,sunroof_set,"{""shade"": ""open""}"
Частично приоткрой люк на 10 сантиметров,sunroof_set,"{""position"": ""10cm""}"
Установи громкость 12,volume_set,"{""level"": 12}"
Включи рандом,media_shuffle_set,"{""state"": ""on""}"
Построй маршрут до центра города,nav_start,"{""destination"": ""центр города""}"
Обогреть руль,wheel_heater_set,"{""state"": ""on""}"
"Привет, как дела?",chitchat,
"Построй, пожалуйста, удобный маршрут до ближайшей заправки с минимальным количеством поворотов",nav_start,"{""destination"": ""ближайшая заправка"", ""preference"": ""min_turns""}"
"Включи, пожалуйста, что-нибудь спокойное из моей коллекции, чтобы можно было сконцентрироваться",play_music,
"Пожалуйста, сделай подогрев водительского сиденья чуть теплее, мне холодно",seat_heater_set,"{""seat"": ""driver"", ""action"": ""increase""}"
А давай послушаем что-нибудь заводное,play_music,
"Поставь на FM 88.5, пожалуйста",radio_set_station,"{""frequency"": 88.5}"
Громче музыку на три деления,volume_change,"{""delta"": 3}"
"Я хочу, чтобы стекла были приоткрыты наполовину",window_set,"{""state"": ""half_open""}"
Опусти задние окна,window_set,"{""part"": ""rear"", ""action"": ""lower""}"
Установи вентилятор на максимум,ac_fan_set,"{""level"": ""max""}"
Понизь обороты вентилятора на два шага,ac_fan_set,"{""direction"": ""down"", ""amount"": 2}"
Убери охлаждение сидений,seat_vent_set,"{""state"": ""off""}"
Включи вентиляцию кресла пассажира на минималку,seat_vent_set,"{""seat"": ""passenger"", ""level"": ""low""}"
"Частично приоткрой люк, на вентиляцию",sunroof_set,"{""position"": ""tilt""}"
Поставь повтор трека,media_repeat_set,"{""mode"": ""track""}"
Настрой станцию на сто одну точка два,radio_set_station,"{""frequency"": ""101.2""}"
Проклади маршрут до работы,nav_start,"{""destination"": ""work""}"
"Авто дворники, дождь усилился",rain_set,"{""state"": ""auto""}"
Снимай подогрев руля,wheel_heater_set,"{""state"": ""off""}"
Подогрев сиденья заднего левого на максимум,seat_heater_set,"{""seat"": ""rear_left"", ""level"": ""max""}"
Охладитель кресла водителя выключи,seat_vent_set,"{""seat"": ""driver"", ""state"": ""off""}"
"Навигатор снова ведёт криво, какой шум от ветра, не могу сосредоточиться",chitchat,
"Утро, ветер такой, что резонирует зеркало — бесит",chitchat,
"Парковка тесная, навигатор пляшет — ох, кому это надо?",chitchat,
"Пожалуйста, умолкни, навигатор",chitchat,
"Слишком громкий голос у навигатора, можно потише?",chitchat,
Поставь радио на станции Маяк,radio_set_station,"{""station"": ""Маяк""}"
"Включи джаз и не переключайся, пожалуйста",play_music,"{""genre"": ""jazz""}"
Закрой переднее пассажирское окно,window_set,"{""side"": ""front_passenger"", ""position"": ""closed""}"
"Переключись в режим рециркуляции, пожалуйста",ac_mode_set,"{""mode"": ""recirculation""}"
Включи вентиляцию заднего сиденья,seat_vent_set,"{""seat"": ""rear"", ""state"": ""on""}"
Приоткрой люк совсем чуть-чуть,sunroof_set,"{""position"": ""slightly_open""}"
Сбавь громкость немного,volume_change,"{""direction"": ""down"", ""amount"": ""small""}"
Построй маршрут до ближайшей заправки и объезжай пробки,nav_start,"{""destination"": ""ближайшая заправка"", ""avoid"": ""traffic""}"
"Ну что, хорошая поездка?",chitchat,
Полностью открой все окна,window_set,"{""position"": ""open_all""}"
Снизь температуру в салоне на три градуса за счет кондиционера,ac_set,"{""change"": -3}"
Переключи на автоматический режим,ac_mode_set,"{""mode"": ""auto""}"
Сделай подогрев задних сидений на два,seat_heater_set,"{""seat"": ""rear"", ""level"": 2}"
Выключи охлаждение сидений,seat_vent_set,"{""state"": ""off""}"
Обдуй заднее стекло,defrost_set,"{""target"": ""rear"", ""state"": ""on""}"
Поставь что-то энергичное,play_music,"{""mood"": ""energetic""}"
Перестань воспроизводить плеер,stop_music,
Пропусти эту композицию,next_track,
Сделай тише до двух,volume_set,"{""level"": 2}"
Выключи перемешивание треков,media_shuffle_set,"{""state"": ""off""}"
Настрой радио на Орфей ФМ,radio_set_station,"{""station"": ""Орфей ФМ""}"
"Закрой стекла, пожалуйста",window_set,"{""state"": ""close""}"
Переходи на рециркуляцию воздуха,ac_mode_set,"{""mode"": ""recirculation""}"
Поставь режим обогрева,ac_mode_set,"{""mode"": ""heat""}"
Охлаждение включи,ac_mode_set,"{""mode"": ""cool""}"
Уменьши скорость вентилятора на три ступени,ac_fan_set,"{""delta"": -3}"
Включи подогрев передних сидений на третью степень,seat_heater_set,"{""seat"": ""front"", ""level"": 3}"
Убери подогрев со всех кресел,seat_heater_set,"{""seat"": ""all"", ""state"": ""off""}"
Включи вентиляцию сидений на максимуме,seat_vent_set,"{""level"": ""max""}"
Отключи вентиляторы в креслах,seat_vent_set,"{""state"": ""off""}"
Включи обдув лобового стекла — разморозь его,defrost_set,"{""target"": ""front"", ""state"": ""on""}"
"Разморозь заднее стекло, пожалуйста",defrost_set,"{""target"": ""rear"", ""state"": ""on""}"
Поставь любую музыку,play_music,
Воспроизведи плейлист Утро,play_music,"{""playlist"": ""Утро""}"
Сделай тише на две деления,volume_change,"{""delta"": -2}"
Автоматический режим для дождя включи,rain_set,"{""mode"": ""auto""}"
"Охлади руль, выключи обогрев",wheel_heater_set,"{""state"": ""off""}"
Сколько мне ехать до дома?,chitchat,
Включи музыку Джейми xx,play_music,"{""artist"": ""Джейми xx""}"
Включи повтор для всех треков,media_repeat_set,"{""mode"": ""all""}"
Случайный порядок выкл,media_shuffle_set,"{""state"": ""off""}"
Нужен маршрут мимо платной дороги,nav_start,"{""avoid"": ""toll""}"
Закрой правое переднее стекло,window_set,"{""side"": ""правое переднее""}"
Чуть приоткрой заднее окно,window_set,"{""side"": ""заднее"", ""position"": ""приоткрыть""}"
Увеличь обдув до трёх,ac_fan_set,"{""level"": 3}"
Понизь скорость вентилятора на единицу,ac_fan_set,"{""decrease_by"": 1}"
Подогрей водительское сиденье до максимума,seat_heater_set,"{""seat"": ""водительское"", ""level"": ""максимум""}"
Включи обдув сидений,seat_vent_set,
Активируй обогрев руля,wheel_heater_set,"{""state"": ""включить""}"
Включи обдув на лобовом стекле,defrost_set,"{""target"": ""лобовое""}"
Оттаивание заднего стекла отключи,defrost_set,"{""target"": ""заднее"", ""state"": ""выключить""}"
Приоткрой люк на проветривание,sunroof_set,"{""position"": ""проветривание""}"
"Воспроизведи мою подборку для дороги, начни с самого первого трека",play_music,
Пауза пожалуйста,media_pause,
Убавь звук на три ступени,volume_change,"{""steps"": 3}"
"Включи, пожалуйста, Дорожное FM",radio_set_station,"{""station"": ""Дорожное FM""}"
Настрой на частоту сто один точка пять,radio_set_station,"{""frequency"": 101.5}"
"Построй маршрут до работы, избегая платных дорог и долгих объездов",nav_start,"{""destination"": ""работа""}"
Дождевой режим дворников,rain_set,
Поставь дворники на среднюю скорость,wipers_set,"{""speed"": ""средняя""}"
Один взмах дворников,wipers_set,"{""action"": ""один взмах""}"
"Расскажи что-нибудь смешное, чтобы я не засыпал за рулём",chitchat,
"Скажи, есть ли пробки по дороге к дому и сколько это может занять",chitchat,"{""route"": ""дом""}"
Повтори последнюю песню,media_repeat_set,"{""mode"": ""one""}"
Настрой громкость наполовину,volume_set,"{""level"": 50}"
Где ближайшая заправка и проложи маршрут туда с учётом минимального времени,nav_start,"{""destination"": ""заправка""}"
Позвонить Сергею Ивановичу,call_start,"{""contact"": ""Сергей Иванович""}"
Приоткрой окно пассажиру слева,window_set,"{""side"": ""слева"", ""position"": ""приоткрыть"", ""target"": ""пассажир""}"
Активируй автоматический режим кондиционера,ac_mode_set,"{""mode"": ""авто""}"
Запусти навигацию до ближайшего кафе и построй маршрут без платных дорог,nav_start,"{""destination"": ""кафе"", ""avoid"": ""платные дороги""}"
Открой заднее стекло пожалуйста,window_set,"{""side"": ""заднее"", ""position"": ""open""}"
Добавь три градуса к температуре,ac_set,"{""delta"": 3}"
"Выключи кондиционер, он шумит",ac_off,
Назад на пару секунд,previous_track,
"Разогрей руль, холодно",wheel_heater_set,"{""state"": ""on""}"
Подогрей кресло водителя,seat_heater_set,"{""seat"": ""водителя"", ""state"": ""on""}"
Охлади пассажирское сиденье вентилятором,seat_vent_set,"{""seat"": ""пассажира"", ""state"": ""on""}"
Убавь подогрев до двух,seat_heater_set,"{""level"": 2}"
Включи вентиляцию салона на максимум,ac_fan_set,"{""level"": ""max""}"
Ближний свет фар,headlights_set,"{""mode"": ""low""}"
"Радио шипит, выключи его",radio_set,"{""state"": ""off""}"
Убавь громкость — фон помех мешает,volume_change,"{""direction"": ""down""}"
Поставь на паузу радио пока шум не уйдёт,stop_music,
"Прокладывай маршрут через двор, там короче",nav_start,"{""via"": ""двор""}"
"Набери дорожную службу, есть скользко",call_start,"{""service"": ""дорожная служба""}"
"Ответь, это важно",call_answer,
Снег на стеклах — включи обогрев,defrost_set,"{""target"": ""front""}"
Подними температуру чуть выше,ac_set,"{""direction"": ""up""}"
"Холодно, добавь пять градусов",ac_set,"{""delta"": 5}"
Уменьши громкость радиостанции до четырёх,volume_set,"{""level"": 4}"
"Включи повтор, пожалуйста",media_repeat_set,"{""state"": ""on""}"
Все окна закрыты?,chitchat,
"Боже, как шипит это радио...",chitchat,
"Днём во дворе снег и радио шипит, переключи на следующую песню, пожалуйста, мне это мешает",next_track,
Глуши звук,volume_mute_set,
"Музыку потише, пожалуйста",volume_change,"{""change"": ""down""}"
Понизить звук,volume_change,
"Тише пожалуйста, я сейчас поворачиваю во двор, нужно слышать снег",volume_change,
Прибавь на один,volume_change,"{""change"": ""up"", ""level"": 1}"
Продолжай,play_music,
Найди радиостанцию Вечерняя,radio_set_station,"{""station"": ""Вечерняя""}"
Настрой радио на волну 87.5,radio_set_station,"{""frequency"": 87.5}"
Включи дворники на третью,wipers_set,"{""speed"": 3}"
Оттаить стекла,defrost_set,
Переднее стекло на обдув,defrost_set,"{""zone"": ""front""}"
Поставь обогрев на двадцать два градуса,ac_set,"{""temperature_c"": 22}"
"Закрой все окна, снег поднимается и мне нужно, чтобы было тихо в салоне",window_set,"{""target"": ""all"", ""position"": ""up""}"
Опусти водительское окно,window_set,"{""window"": ""driver"", ""position"": ""down""}"
"Срочно свернуть во двор за углом, быстро и без музыки",nav_start,"{""destination"": ""двор""}"
"Нужно тихо, без звонков",chitchat,
"Помедленнее, снег и скользко",chitchat,
"Пожалуйста, не включай музыку при повороте",chitchat,
Уменьши звук на 50 процентов,volume_set,"{""level_percent"": 50}"
Молча сейчас,volume_mute_set,
"Пожалуйста, молчи минуту — идёт сильный снег, я аккуратно поворачиваю и мне нужна тишина",chitchat,
Приоткрой переднее окно,window_set,"{""position"": ""front""}"
"Пожалуйста, выключи кондиционер прямо сейчас",ac_off,
Установи режим рециркуляции,ac_mode_set,"{""mode"": ""recirculation""}"
Переключи на экономичный режим кондиционера,ac_mode_set,"{""mode"": ""eco""}"
Сделай обдув на максимальную,ac_fan_set,"{""level"": ""max""}"
Включи обогрев пассажирского сиденья на два уровня,seat_heater_set,"{""position"": ""passenger"", ""level"": 2}"
Включи вентиляцию в кресле справа,seat_vent_set,"{""position"": ""right""}"
Убери запотевание: включи обогрев стекол и максимальный обдув,defrost_set,"{""intensity"": ""max""}"
Приоткрой панорамный люк на пять сантиметров,sunroof_set,"{""amount_cm"": 5}"
Поставь что-нибудь спокойное из плейлиста,play_music,
Убавь громкость до половины,volume_set,"{""level_percent"": 50}"
Построй маршрут до ближайшей заправки с учётом объезда пробок,nav_start,"{""destination"": ""nearest_gas_station"", ""avoid"": ""traffic""}"
"Мне скучно, придумай что-нибудь интересное, чтобы не засыпать за рулём",chitchat,
Чуть приоткрой левое окно,window_set,"{""position"": ""left""}"
Поставь вентилятор на третий уровень,ac_fan_set,"{""level"": 3}"
На максимальный обогрев переднего пассажира,seat_heater_set,"{""position"": ""passenger"", ""level"": ""max""}"
Поставь трек на паузу на минуту,media_pause,"{""duration_seconds"": 60}"
Поставь радио на волну 87.5 FM,radio_set_station,"{""frequency"": 87.5, ""band"": ""FM""}"
"Полностью закрой панорамный люк, пожалуйста",sunroof_close,"{""position"": ""fully""}"
"Жарко внутри, включи кондиционер пожалуйста",ac_set,
Открой люк на солнце немного,sunroof_set,"{""position"": ""open"", ""percent"": 30}"
"Выключи кондиционер, хочу тишины",ac_off,
"Отключи климат, утомляет шум",ac_off,
"Включи рециркуляцию, запахи с улицы",ac_mode_set,"{""mode"": ""recirculation""}"
Переключи на обдув ног,ac_mode_set,"{""mode"": ""foot""}"
Убавь вентилятор на одну позицию,ac_fan_set,"{""fan_delta"": -1}"
Отопление лобового включи,defrost_set,"{""target"": ""front"", ""state"": ""on""}"
Подогрев сидений водителя на два,seat_heater_set,"{""seat"": ""driver"", ""level"": 2}"
Погаси подогрев кресла ребёнка,seat_heater_set,"{""seat"": ""rear"", ""state"": ""off""}"
"Охлади сиденье, вентиляция на максимум",seat_vent_set,"{""seat"": ""driver"", ""level"": ""max""}"
Выключи музыку полностью,stop_music,
Дай следующий трек,next_track,
Прибавь звук немного,volume_change,"{""delta"": 1}"
Громкость двенадцать,volume_set,"{""level"": 12}"
Пусть играет с флешки,media_source_set,"{""source"": ""usb""}"
Повтор всего альбома,media_repeat_set,"{""mode"": ""playlist""}"
Отключи случайный режим,media_shuffle_set,"{""state"": ""off""}"
Станция 89.5,radio_set_station,"{""frequency"": ""89.5""}"
Поставь радио «Наше Радио»,radio_set_station,"{""preset"": ""Наше Радио""}"
"Маршрут до дома, не отвлекай меня",nav_start,"{""destination"": ""home""}"
Проклади путь к ближайшей стоянке,nav_start,"{""destination"": ""nearest_parking""}"
"Отвяжи вызов, сбрось",call_hangup,
Убавь дворники до минимума,wipers_set,"{""level"": ""low""}"
Разве они спят? Попроси детей вести себя потише,chitchat,
"Пожалуйста, угомони детей — шёпотом",chitchat,
"На улице жара, а в машине душно — сделай кондиционер на двадцать",ac_set,"{""temperature"": 20}"
"Сделай музыку потише, чтобы дети не проснулись",volume_change,"{""delta"": -4}"
"Включи ближний свет, меня ослепляют встречные фары",headlights_set,"{""mode"": ""low""}"
Выключи дальний — еду по тоннелю и встречка слепит,high_beam_set,"{""state"": ""off""}"
"Пожалуйста, уйми дальний свет прямо сейчас",high_beam_set,"{""state"": ""off""}"
Включи противотуманные фары — сильный ветер и пыль,headlights_set,"{""mode"": ""fog"", ""state"": ""on""}"
"Затемни фары, не хочу слепнуть от встречки",headlights_set,"{""mode"": ""dim""}"
"Подогрей руль на максимум, холодный ветер за окном",wheel_heater_set,"{""level"": 100}"
"Нагрей водительское сиденье, пожалуйста",seat_heater_set,"{""seat"": ""driver"", ""state"": ""on""}"
Убавь обогрев заднего сиденья — жарко в салоне,seat_heater_set,"{""seat"": ""rear"", ""action"": ""decrease""}"
"Открой переднее правое окно, хочу услышать ветер",window_set,"{""side"": ""front_right"", ""action"": ""open""}"
"Закрой задние окна, слишком шумно от шин",window_set,"{""side"": ""rear"", ""action"": ""close""}"
"Приоткрой окно наполовину, в тоннеле душно",window_set,"{""position_percent"": 50, ""action"": ""open""}"
Тише музыку — шум от шин мешает ориентироваться,volume_change,"{""direction"": ""down""}"
"Громкость на максимум, мне нужно услышать навигацию",volume_set,"{""level"": 100}"
Прибавь громкость на три деления,volume_change,"{""delta"": 3}"
"Выключи музыку, я разговариваю по телефону",stop_music,
Поставь на паузу воспроизведение,media_pause,
Переключи источник на радио — поймай волну в тоннеле,media_source_set,"{""source"": ""radio""}"
"Поставь радио на 101.5 FM, быстро",radio_set_station,"{""frequency"": ""101.5""}"
"Отправь меня в центр, срочно туда еду",nav_start,"{""destination"": ""центр""}"
Отмени текущий маршрут — я меняю планы,nav_cancel,
"Позвони маме, и спроси, не беспокоиться ли ей",call_start,"{""contact"": ""мама""}"
"Ответь на звонок, режу встречку, не могу сейчас",call_answer,
"Сбрось вызов, едва вижу дорогу",call_hangup,
"Включи дворники, по стеклу летит вода и пыль",wipers_set,"{""state"": ""on""}"
"Включи режим дождя, пусть щетки сами работают",rain_set,"{""state"": ""on""}"
Щётки на третью скорость — сильный ливень и ветер,wipers_set,"{""speed"": 3}"
"Запусти обдув лобового стекла, запотевает внутри",defrost_set,"{""state"": ""on""}"
"Открой люк, хочется проветриться в туннеле",sunroof_set,"{""state"": ""open""}"
Закрой люк немедленно — встречная пыль летит в лицо,sunroof_close,
"Приоткрой люк для поддува, буквально на вентиляцию",sunroof_set,"{""position"": ""vent""}"
"Включи кондиционер, ночь и душно в салоне",ac_set,"{""state"": ""on""}"
"Выключи климат-контроль, спешу и холодно стало",ac_off,
Охлади салон до 18 градусов — жарко в машине,ac_set,"{""temperature"": 18}"
Переключи климат в режим «авто» — пусть сама регулирует,ac_mode_set,"{""mode"": ""auto""}"
"Поставь вентилятор на максимум, чувствую сквозняк",ac_fan_set,"{""level"": ""max""}"
"Вентилятор на третью, слышу шум шин и ветер",ac_fan_set,"{""speed"": 3}"
"Включи рециркуляцию, встречный воздух слишком резкий",ac_mode_set,"{""mode"": ""recirculation""}"
Выключи рециркуляцию и возьми свежий воздух,ac_mode_set,"{""mode"": ""fresh""}"
Включи обогрев лобового — потеет и видимость падает,defrost_set,"{""target"": ""front"", ""state"": ""on""}"
"Подогрев сидений на вторую ступень, пожалуйста",seat_heater_set,"{""level"": 2}"
"Охлади пассажирское сиденье, жарко справа",seat_vent_set,"{""seat"": ""passenger"", ""state"": ""on""}"
"Проветри салон, открой систему вентиляции на минимуме",ac_set,"{""mode"": ""vent""}"
"Повтори эту песню, она помогает ехать внимательнее",media_repeat_set,"{""mode"": ""track""}"
Включи случайное воспроизведение — пусть музыка меняется,media_shuffle_set,"{""state"": ""on""}"
"Переключи на «Москва FM», пусть сигнал держится в туннеле",radio_set,"{""station"": ""Москва FM""}"
"Выключи звук полностью, слишком сильно мешает шум шин",volume_mute_set,"{""state"": ""on""}"
"Включи звук обратно, мне нужно слушать подсказки навигатора",volume_mute_set,"{""state"": ""off""}"
Сделай тише голос навигации — он заглушает моё общение,volume_change,"{""target"": ""navigation"", ""direction"": ""down""}"
"Громкость медиа на двадцать процентов, чтобы не мешать вниманию",volume_set,"{""percent"": 20}"
"Пропусти рекламу, пожалуйста",next_track,
"Замолчи музыку, нужно послушать шум шин и ориентироваться",stop_music,
"Поставь на паузу видео — цельная дорога, опасно смотреть",media_pause,"{""source"": ""video""}"
"Переключись на USB-источник, там сигналы лучше",media_source_set,"{""source"": ""USB""}"
"Повтори весь плейлист, пусть играет по кругу",media_repeat_set,"{""mode"": ""all""}"
Переключись на следующую радиостанцию — поймай сеть в туннеле,radio_set,"{""action"": ""next""}"
"Тоннель длинный, встречка постоянно слепит — странно",chitchat,
Холодильник в машине не нужен — выключи кондиционер,ac_off,
Установи температуру на двадцать один градус,ac_set,"{""temperature"": ""21""}"
Переведи кондиционер в автоматический режим,ac_mode_set,"{""mode"": ""авто""}"
Понизь вентилятор на 2 ступени,ac_fan_set,"{""delta"": ""-2""}"
Подогрей водительское кресло на средний уровень,seat_heater_set,"{""seat"": ""водительское"", ""level"": ""средний""}"
Выключи обогрев сидений полностью,seat_heater_set,"{""level"": ""выкл""}"
Включи вентиляцию в кресле пассажира,seat_vent_set,"{""seat"": ""пассажирское"", ""state"": ""включить""}"
Активируй быстрый обдув задних сидений,seat_vent_set,"{""seat"": ""задние"", ""mode"": ""быстрый""}"
Протри лобовое стекло обдувом,defrost_set,"{""target"": ""лобовое""}"
Поставь на паузу плейлист,media_pause,
Громкость 12,volume_set,"{""level"": ""12""}"
Выключи звук микрофона и медиаплеера,volume_mute_set,"{""mute_target"": ""все""}"
Включи FM 101.2 пожалуйста,radio_set_station,"{""band"": ""FM"", ""frequency"": ""101.2""}"
Проклади маршрут до ближайшей кофейни,nav_start,"{""destination"": ""ближайшая кофейня""}"
Фары выключи,headlights_set,"{""state"": ""выключить""}"
"Третий режим дворников, пожалуйста",wipers_set,"{""level"": ""3""}"
"Охлади руль, пожалуйста",wheel_heater_set,"{""state"": ""выключить""}"
А ты знаешь моё имя?,chitchat,
Как погода на сегодня?,chitchat,
"Эй, расскажи анекдот",chitchat,
Можно громче чуть-чуть?,volume_change,"{""direction"": ""up"", ""amount"": ""чуть-чуть""}"
Поставь радиоприёмник на частоту 98.7,radio_set_station,"{""frequency"": ""98.7""}"
Включи мой плейлист «утро»,play_music,"{""playlist"": ""утро""}"
Останови проигрывание всех источников,stop_music,
Случайное воспроизведение выкл,media_shuffle_set,"{""state"": ""off""}"
Приоткрой переднее правое окно,window_set,"{""side"": ""переднее правое"", ""action"": ""приоткрыть""}"
"Если не сложно, включи климат-контроль и сделай в салоне прохладу",ac_set,
Поставь кондиционер на 21 градус,ac_set,"{""temperature"": 21}"
Охлади до пятнадцати градусов,ac_set,"{""temperature"": 15}"
Переключи климат в режим экономии,ac_mode_set,"{""mode"": ""eco""}"
