phrase,intent,parameters
Установи радио на 90.5,radio_set,"{""frequency"": ""90.5""}"
Поставь Bluetooth как источник,media_source_set,"{""source"": ""bluetooth""}"
Сделай громче на десять,volume_change,"{""delta"": 10}"
Уменьши громкость на 5 единиц,volume_change,"{""delta"": -5}"
Включи музыку,play_music,
Ставь следующий трек,next_track,
Переключи на предыдущий трек,previous_track,
Как доехать до аэропорта?,nav_start,"{""destination"": ""аэропорт""}"
Отмени маршрут,nav_cancel,
Позвони Сергею,call_start,"{""contact"": ""Сергей""}"
Ответь на звонок,call_answer,
Заверши вызов,call_hangup,
Как дела?,chitchat,
"Привет, как ты?",chitchat,
Приоткрой окно водителя на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 30}"
"Закрой все окна, пожалуйста",window_set,"{""action"": ""close"", ""window"": ""all""}"
Открой пассажирское стекло полностью,window_set,"{""action"": ""open"", ""window"": ""passenger""}"
Включи кондиционер на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Выключи кондиционер,ac_off,
Настрой кондиционер на 20 градусов,ac_set,"{""state"": ""on"", ""temperature"": 20}"
Установи обдув на авто,ac_mode_set,"{""enabled"": true}"
Сделай вентилятор кондиционера на максимальную скорость,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Включи обогрев сиденья пассажира на 50 процентов,seat_heater_set,"{""seat"": ""passenger"", ""level"": 50}"
Поставь обогрев сиденья водителя на максимум,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Закрой люк,sunroof_close,
Приоткрой люк на 40 процентов,sunroof_set,"{""action"": ""open"", ""percent"": 40}"
Сделай громче на десять,volume_change,"{""delta"": 10}"
Убавь громкость на 5 единиц,volume_change,"{""delta"": -5}"
Сделай звук потише,volume_change,"{""direction"": ""down""}"
Установи громкость на 75 процентов,volume_set,"{""level"": 75}"
Включи радио на 98.6,radio_set,"{""frequency"": ""98.6""}"
Переключи на Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Запусти музыку,play_music,
Останови музыку,stop_music,
Как доехать до аэропорта?,nav_start,"{""destination"": ""аэропорт""}"
Отмени маршрут,nav_cancel,
Позвони Сереже,call_start,"{""contact"": ""Серёжа""}"
Ответь на звонок,call_answer,
Положи трубку,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Поставь дворники на авто,wipers_set,"{""speed"": ""auto""}"
Активируй режим дождя,rain_set,"{""mode"": ""auto""}"
Как дела?,chitchat,
"Привет, как ты?",chitchat,
Приоткрой окно у водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Закрой стекло пассажирской стороны,window_set,"{""action"": ""close"", ""window"": ""passenger""}"
Открой все окна на половину,window_set,"{""action"": ""set"", ""window"": ""all"", ""percent"": 50}"
Закрой окна полностью,window_set,"{""action"": ""close"", ""window"": ""all""}"
Включи кондиционер на 20 градусов,ac_set,"{""state"": ""on"", ""temperature"": 20}"
Поставь температуру кондиционера на двадцать пять,ac_set,"{""state"": ""on"", ""temperature"": 25}"
Выключи кондиционер,ac_off,
Сделай обдув,ac_mode_set,"{""enabled"": true}"
Увеличь скорость вентилятора до 80,ac_fan_set,"{""level"": 80, ""speed"": ""high""}"
Сделай обогрев сиденья водителя на максимум,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Включи вентилятор на пассажирском сиденье на 30 процентов,seat_vent_set,"{""seat"": ""passenger"", ""level"": 30}"
Включи обогрев заднего стекла,defrost_set,"{""state"": ""on"", ""target"": ""rear""}"
Закрой люк на 50 процентов,sunroof_set,"{""action"": ""close"", ""percent"": 50}"
Открой люк,sunroof_set,"{""action"": ""open""}"
Останови музыку,stop_music,
Поставь трек вперед,next_track,
Сделай громче на 10,volume_change,"{""delta"": 10}"
Уменьши громкость на 5,volume_change,"{""delta"": -5}"
Поставь уровень громкости на 75,volume_set,"{""level"": 75}"
Подключи Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Какой частоте радио?,radio_set,"{""frequency"": ""93.0""}"
Позвони маме,call_start,"{""contact"": ""мама""}"
Ответь на звонок,call_answer,
Как дела?,chitchat,
Выключи фары,headlights_set,"{""state"": ""off""}"
Включи дальний свет,high_beam_set,"{""state"": ""on""}"
Установи дворники на авто,wipers_set,"{""speed"": ""auto""}"
"Пожалуйста, включи обогрев руля",wheel_heater_set,"{""state"": ""on""}"
Сколько времени до центра города?,nav_start,"{""destination"": ""центр города""}"
Отмени навигацию,nav_cancel,
Закрой окно водителя,window_set,"{""action"": ""close"", ""window"": ""driver""}"
Открой окошко пассажира немного,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
"Можно открыть все окна, пожалуйста?",window_set,"{""action"": ""open"", ""window"": ""all""}"
Приоткрой стекло у водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Закрой все окна на сто процентов,window_set,"{""action"": ""close"", ""window"": ""all""}"
Включи кондиционер на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Выключи климат-контроль,ac_off,
Установи температуру в кондиционере на 20 градусов,ac_set,"{""state"": ""on"", ""temperature"": 20}"
Сделай обдув на максимум,ac_mode_set,"{""enabled"": true}"
Включи вентилятор на средней скорости,ac_fan_set,"{""level"": 50, ""speed"": ""medium""}"
Включи обогрев сиденья пассажира,seat_heater_set,"{""seat"": ""passenger"", ""level"": 100}"
Включи вентиляцию для водительского сиденья на 70 процентов,seat_vent_set,"{""seat"": ""driver"", ""level"": 70}"
Выключи обогрев сиденья у водителя,seat_heater_set,"{""seat"": ""driver"", ""level"": 0}"
Сделай на ветровом стекле обдув,defrost_set,"{""state"": ""on"", ""target"": ""front""}"
Закрой обдув заднего стекла,defrost_set,"{""state"": ""off"", ""target"": ""rear""}"
Открой люк на 50 процентов,sunroof_set,"{""action"": ""open"", ""percent"": 50}"
Закрой люк,sunroof_close,
Сделай громче на 5,volume_change,"{""delta"": 5}"
Уменьши громкость на десять процентов,volume_change,"{""delta"": -10}"
Включи радио на частоте 95.5,radio_set,"{""frequency"": ""95.5""}"
Переключи на следующую песню,next_track,
Запусти музыку,play_music,
Как доехать до ближайшей заправки?,nav_start,"{""destination"": ""ближайшая заправка""}"
Отмени навигацию,nav_cancel,
"Позвони, пожалуйста, Василисе",call_start,"{""contact"": ""Василиса""}"
Ответь на звонок,call_answer,
Заверши звонок,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Установи дворники на авто,wipers_set,"{""speed"": ""auto""}"
Включи дождевик в ручном режиме,rain_set,"{""mode"": ""manual""}"
Сделай обогрев руля,wheel_heater_set,"{""state"": ""on""}"
Привет,chitchat,
Как дела?,chitchat,
Что нового?,chitchat,
Открой окно водителя на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 30}"
"Закрой все окна, пожалуйста",window_set,"{""action"": ""close"", ""window"": ""all""}"
Приоткрой стекло у пассажира,window_set,"{""action"": ""open"", ""window"": ""passenger""}"
Сделай кондиционер на двадцать два градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Выключи кондиционер,ac_off,
Поставь кондиционер на двадцать пять градусов,ac_set,"{""state"": ""on"", ""temperature"": 25}"
Включи обогрев сиденья пассажира на семьдесят процентов,seat_heater_set,"{""seat"": ""passenger"", ""level"": 70}"
Выключи обогрев на водительском сиденье,seat_heater_set,"{""seat"": ""driver"", ""level"": 0}"
Добавь скорость вентилятора до ста,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Сделай погромче на десять,volume_change,"{""delta"": 10}"
Уменьши громкость на пятьдесят процентов,volume_change,"{""direction"": ""down""}"
Сделай тише на три,volume_change,"{""delta"": -3}"
Поставь музыку на повтор,media_repeat_set,"{""mode"": ""one""}"
Переключи на следующую песню,next_track,
Поставь радио на восемьдесят семь точка пять,radio_set,"{""frequency"": ""87.5""}"
Позвони Олегу,call_start,"{""contact"": ""Олег""}"
"Привет, как дела?",chitchat,
Как доехать до ближайшей заправки?,nav_start,"{""destination"": ""ближайшая заправка""}"
Включи фары,headlights_set,"{""state"": ""on""}"
Увеличь скорость дворников до максимума,wipers_set,"{""speed"": ""high""}"
"Пожалуйста, открой окно у водителя на 30 процентов",window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 30}"
Закрой все окна,window_set,"{""action"": ""close"", ""window"": ""all""}"
Приоткрой пассажирское стекло,window_set,"{""action"": ""open"", ""window"": ""passenger""}"
"Сделай, чтобы окно сзади закрылось",window_set,"{""action"": ""close"", ""window"": ""rear""}"
Открой все окна наполовину,window_set,"{""action"": ""set"", ""window"": ""all"", ""percent"": 50}"
Включи кондиционер на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
"Пожалуйста, выключи кондиционер",ac_off,
Сделай обдув на максимуме,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Настрой кондиционер на 16 градусов,ac_set,"{""state"": ""on"", ""temperature"": 16}"
Включи режим рециркуляции,ac_mode_set,"{""enabled"": true}"
Увеличь громкость на десять,volume_change,"{""delta"": 10}"
Сделай потише на восемь единиц,volume_change,"{""delta"": -8}"
Поставь громкость на 70 процентов,volume_set,"{""level"": 70}"
Уменьши звук на 20,volume_change,"{""delta"": -20}"
Включи радио на частоте 95.5,radio_set,"{""frequency"": ""95.5""}"
Переключи на следующий трек,next_track,
Проиграй музыку,play_music,
Позвони Василисе,call_start,"{""contact"": ""Василиса""}"
Ответь на звонок,call_answer,
Как добраться до аэропорта?,nav_start,"{""destination"": ""аэропорт""}"
Отмени маршрут,nav_cancel,
Включи свет,headlights_set,"{""state"": ""on""}"
Выключи фары,headlights_set,"{""state"": ""off""}"
Установи дворники на высокую скорость,wipers_set,"{""speed"": ""high""}"
Включи обогрев сиденья водителя,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
"Привет, как дела?",chitchat,
"Сделай климат комфортнее, поставь 20 градусов",ac_set,"{""state"": ""on"", ""temperature"": 20}"
Закрой люк,sunroof_close,
Открой люк на 50 процентов,sunroof_set,"{""action"": ""open"", ""percent"": 50}"
Переключи на Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Включи повтор музыки,media_repeat_set,"{""mode"": ""one""}"
Приоткрой окно у водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Закрой стекло на пассажирском месте,window_set,"{""action"": ""close"", ""window"": ""passenger""}"
"Сделай так, чтобы окна были закрыты",window_set,"{""action"": ""close"", ""window"": ""all""}"
Поставь окно водителя на семьдесят процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 70}"
"Можно, пожалуйста, открыть окно у пассажира?",window_set,"{""action"": ""open"", ""window"": ""passenger""}"
Кондиционер включи на двадцать один градус,ac_set,"{""state"": ""on"", ""temperature"": 21}"
"Пожалуйста, выключи кондиционер",ac_set,"{""state"": ""off"", ""temperature"": 0}"
"Включи кондиционер, сделай двадцать шесть",ac_set,"{""state"": ""on"", ""temperature"": 26}"
Выключи кондиционер,ac_off,
"Включи обдув, пожалуйста",ac_mode_set,"{""enabled"": true}"
Выключи рециркуляцию,ac_mode_set,"{""enabled"": false}"
Сделай вентилятор на максимальную скорость,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Поставь обдув на низкую скорость,ac_fan_set,"{""level"": 20, ""speed"": ""low""}"
Включи обогрев сиденья пассажира на 50%,seat_heater_set,"{""seat"": ""passenger"", ""level"": 50}"
Сделай обогрев сиденья водителя на максимум,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
"Пожалуйста, включи обогрев сидений",seat_heater_set,"{""seat"": ""driver"", ""level"": 75}"
Включи обдув на заднем стекле,defrost_set,"{""state"": ""on"", ""target"": ""rear""}"
Выключи обогрев переднего стекла,defrost_set,"{""state"": ""off"", ""target"": ""front""}"
Закрой люк,sunroof_close,
Приоткрой люк на половину,sunroof_set,"{""action"": ""open"", ""percent"": 50}"
Закрой люк полностью,sunroof_set,"{""action"": ""close"", ""percent"": 100}"
Включи музыку,play_music,
Приостанови музыку,media_pause,
Останови музыку,stop_music,
Следующий трек,next_track,
Вернись к предыдущему треку,previous_track,
Сделай громче на 10,volume_change,"{""delta"": 10}"
Уменьши громкость на 5,volume_change,"{""delta"": -5}"
Поставь громкость на 30%,volume_set,"{""level"": 30}"
Сделай громкость на максимум,volume_set,"{""level"": 100}"
Выключи звук,volume_mute_set,"{""state"": ""on""}"
Включи звук,volume_mute_set,"{""state"": ""off""}"
Поставь радио на 91.5,radio_set,"{""frequency"": ""91.5""}"
Найди радио на 105.0,radio_set,"{""frequency"": ""105.0""}"
Поставь Bluetooth как источник,media_source_set,"{""source"": ""bluetooth""}"
Переходи на радио,media_source_set,"{""source"": ""radio""}"
Установи USB как источник,media_source_set,"{""source"": ""usb""}"
Поставь случайное воспроизведение,media_shuffle_set,
Повтори трек,media_repeat_set,"{""mode"": ""one""}"
Повтори все треки,media_repeat_set,"{""mode"": ""all""}"
Прекрати воспроизведение,media_pause,
Начни навигацию к Красной площади,nav_start,"{""destination"": ""Красная площадь""}"
Как доехать до Спаса на крови?,nav_start,"{""destination"": ""Спас на крови""}"
Отмени навигацию,nav_cancel,
Позвони Саше,call_start,"{""contact"": ""Саша""}"
Перезвони мне,call_start,"{""contact"": ""я""}"
Ответь на звонок,call_answer,
Заканчивай разговор,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи фары,headlights_set,"{""state"": ""off""}"
Переключи на автоматическое освещение,headlights_set,"{""state"": ""auto""}"
Включи дальний свет,high_beam_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Включи дворники на высокой скорости,wipers_set,"{""speed"": ""high""}"
Поставь дворники на низкую скорость,wipers_set,"{""speed"": ""low""}"
Переключи режим дождя на автоматический,rain_set,"{""mode"": ""auto""}"
Включи обогрев руля,wheel_heater_set,"{""state"": ""on""}"
Выключи обогрев руля,wheel_heater_set,"{""state"": ""off""}"
Привет,chitchat,
Как дела?,chitchat,
Доброе утро,chitchat,
"Пожалуйста, закрой окно у водителя",window_set,"{""action"": ""close"", ""window"": ""driver""}"
Приоткрой пассажирское окно на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
"Открой все окна, пожалуйста",window_set,"{""action"": ""open"", ""window"": ""all""}"
Сделай кондиционер на двадцать два градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Выключи кондиционер,ac_off,
Переключи кондиционер на рециркуляцию,ac_mode_set,"{""enabled"": true}"
Сделай скорость вентилятора на среднем уровне,ac_fan_set,"{""level"": 50, ""speed"": ""medium""}"
Включи обогрев сиденья пассажира на восемьдесят процентов,seat_heater_set,"{""seat"": ""passenger"", ""level"": 80}"
Выключи обогрев сиденья водителя,seat_heater_set,"{""seat"": ""driver"", ""level"": 0}"
Включи обдув на переднее стекло,defrost_set,"{""state"": ""on"", ""target"": ""front""}"
Закрой люк полностью,sunroof_set,"{""action"": ""close"", ""percent"": 100}"
Открой люк на половину,sunroof_set,"{""action"": ""open"", ""percent"": 50}"
Сделай погромче на десять,volume_change,"{""delta"": 10}"
Убавь громкость на пять процентов,volume_change,"{""delta"": -5}"
Сделай громче,volume_change,"{""direction"": ""up""}"
Поставь уровень громкости на семьдесят,volume_set,"{""level"": 70}"
Включи музыку,play_music,
Останови музыку,stop_music,
Переключи на следующий трек,next_track,
Сделай паузу,media_pause,
Запусти навигацию до Московского Кремля,nav_start,"{""destination"": ""Московский Кремль""}"
Отмени навигацию,nav_cancel,
Позвони Анне,call_start,"{""contact"": ""Анна""}"
Ответь на звонок,call_answer,
Завершить разговор,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Установи дворники на автомат,wipers_set,"{""speed"": ""auto""}"
Включи обогрев руля,wheel_heater_set,"{""state"": ""on""}"
"Привет, как дела?",chitchat,
Как доехать до ближайшей АЗС?,nav_start,"{""destination"": ""ближайшая АЗС""}"
"Сделай громче, мне не слышно",volume_change,"{""delta"": 5}"
Настрой радио на 95.5,radio_set,"{""frequency"": ""95.5""}"
Настрой радио на станцию Ретро FM,radio_set_station,"{""station"": ""Ретро FM""}"
Сделай температуру на кондиционере 18 градусов,ac_set,"{""state"": ""on"", ""temperature"": 18}"
Приоткрой окно у водителя на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 30}"
Закрой окно пассажира,window_set,"{""action"": ""close"", ""window"": ""passenger""}"
Можно сделать погромче на десять?,volume_change,"{""delta"": 10}"
Установи громкость на восемьдесят процентов,volume_set,"{""level"": 80}"
"Включи кондиционер, температура пусть будет двадцать два",ac_set,"{""state"": ""on"", ""temperature"": 22}"
Отключи кондиционер,ac_off,
Переключи на радио 95.5,radio_set,"{""frequency"": ""95.5""}"
Как мне доехать до супермаркета?,nav_start,"{""destination"": ""супермаркет""}"
Включи обогрев сиденья пассажира на сто процентов,seat_heater_set,"{""seat"": ""passenger"", ""level"": 100}"
"Можно, пожалуйста, закрыть люк?",sunroof_set,"{""action"": ""close""}"
Сделай тише на восемнадцать,volume_change,"{""delta"": -18}"
Открой все окна,window_set,"{""action"": ""open"", ""window"": ""all""}"
Поставь режим обдува,ac_mode_set,"{""enabled"": true}"
Включи шторы на окнах,chitchat,
Позвони маме,call_start,"{""contact"": ""мама""}"
Увеличь вентилятор на максимальную скорость,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Какое сейчас время?,chitchat,
Закрой заднее окно,window_set,"{""action"": ""close"", ""window"": ""rear""}"
Включи радио и поставь на 101.3,radio_set_station,"{""station"": ""101.3""}"
Сделай музыку погромче,volume_change,"{""direction"": ""up""}"
Отменить навигацию,nav_cancel,
Установи кондиционер на двадцать шесть градусов,ac_set,"{""state"": ""on"", ""temperature"": 26}"
Открой окно у водителя на сто процентов,window_set,"{""action"": ""open"", ""window"": ""driver"", ""percent"": 100}"
Закрой пассажирское окно,window_set,"{""action"": ""close"", ""window"": ""passenger""}"
"Пожалуйста, приоткрой окошко",window_set,"{""action"": ""set"", ""window"": ""all"", ""percent"": 20}"
Сделай температуру в кондиционере 20 градусов,ac_set,"{""temperature"": 20, ""state"": ""on""}"
Включи кондиционер,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Выключи кондиционер,ac_off,
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Установи уровень обдува на 75 процентов,ac_fan_set,"{""level"": 75, ""speed"": ""medium""}"
Разогрей сиденье у водителя на полную мощность,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Включи вентилятор на сиденье пассажира на 50 процентов,seat_vent_set,"{""seat"": ""passenger"", ""level"": 50}"
Включи обогрев заднего стекла,defrost_set,"{""state"": ""on"", ""target"": ""rear""}"
Закрой люк на половину,sunroof_set,"{""action"": ""close"", ""percent"": 50}"
Открой люк полностью,sunroof_set,"{""action"": ""open"", ""percent"": 100}"
Поставь музыку на паузу,media_pause,
Включи радио,play_music,
Следующий трек,next_track,
Вернись на предыдущий трек,previous_track,
Сделай громче на десять,volume_change,"{""delta"": 10}"
Сделай тише на пятнадцать,volume_change,"{""delta"": -15}"
Поставь громкость на 80 процентов,volume_set,"{""level"": 80}"
"Пожалуйста, выключи звук",volume_mute_set,"{""state"": ""on""}"
Выбери Bluetooth как источник,media_source_set,"{""source"": ""bluetooth""}"
Настрой радио на частоту 95.5,radio_set,"{""frequency"": ""95.5""}"
Запусти навигацию до аэропорта,nav_start,"{""destination"": ""аэропорт""}"
Отмени навигацию,nav_cancel,
Позвони маме,call_start,"{""contact"": ""мама""}"
Ответь на звонок,call_answer,
Заверши звонок,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Установи скорость дворников на низкую,wipers_set,"{""speed"": ""low""}"
Настрой режим дождя на автоматический,rain_set,"{""mode"": ""auto""}"
Включи подогрев руля,wheel_heater_set,"{""state"": ""on""}"
"Привет, как дела?",chitchat,
Как поживаешь?,chitchat,
Доброго времени суток!,chitchat,
Открой окно у водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Приоткрой стекло пассажира на 30 процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
"Закрой все окна, пожалуйста",window_set,"{""action"": ""close"", ""window"": ""all""}"
Закрой окно сзади полностью,window_set,"{""action"": ""close"", ""window"": ""rear""}"
Включи кондиционер на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Выключи кондиционер,ac_off,
Установи температуру кондиционера на 18 градусов,ac_set,"{""state"": ""on"", ""temperature"": 18}"
Включи рециркуляцию,ac_mode_set,"{""enabled"": true}"
Увеличь скорость вентилятора на максимум,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Обогрей сиденье водителя на 50 процентов,seat_heater_set,"{""seat"": ""driver"", ""level"": 50}"
Включи обогрев сиденья пассажира,seat_heater_set,"{""seat"": ""passenger"", ""level"": 100}"
Поставь вентилятор для сиденья пассажира на средний уровень,seat_vent_set,"{""seat"": ""passenger"", ""level"": 50}"
Включи обдув лобового стекла,defrost_set,"{""state"": ""on"", ""target"": ""front""}"
Выключи обдув заднего стекла,defrost_set,"{""state"": ""off"", ""target"": ""rear""}"
Открой люк на половину,sunroof_set,"{""action"": ""open"", ""percent"": 50}"
Закрой люк полностью,sunroof_set,"{""action"": ""close"", ""percent"": 100}"
"Поставь музыку, пожалуйста",play_music,
Останови воспроизведение,stop_music,
Поставь на паузу,media_pause,
Следующий трек,next_track,
Вернись на предыдущий трек,previous_track,
Сделай громче на 10,volume_change,"{""delta"": 10}"
Убавь звук на 5,volume_change,"{""delta"": -5}"
Установи громкость на 75 процентов,volume_set,"{""level"": 75}"
Заглуши звук,volume_mute_set,"{""state"": ""on""}"
Включи радио на частоте 101.5,radio_set,"{""frequency"": ""101.5""}"
Переключи на Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Как добраться до Кремля?,nav_start,"{""destination"": ""Кремль""}"
Отмени навигацию,nav_cancel,
Позвони Саше,call_start,"{""contact"": ""Саша""}"
Ответь на звонок,call_answer,
Закончить разговор,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи дальний свет,high_beam_set,"{""state"": ""off""}"
Установи стеклоочистители на низкую скорость,wipers_set,"{""speed"": ""low""}"
Переключи режим дождя на авто,rain_set,"{""mode"": ""auto""}"
Включи обогрев руля,wheel_heater_set,"{""state"": ""on""}"
Как дела?,chitchat,
"Привет, как ты?",chitchat,
Доброе утро,chitchat,
Закрой окно у водителя на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 30}"
Открой окно пассажира полностью,window_set,"{""action"": ""open"", ""window"": ""passenger""}"
"Пожалуйста, закрой все окна",window_set,"{""action"": ""close"", ""window"": ""all""}"
Приоткрой стекло у водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
Сделай кондиционер на двадцать пять градусов,ac_set,"{""state"": ""on"", ""temperature"": 25}"
Включи климат-контроль на 20 градусов,ac_set,"{""state"": ""on"", ""temperature"": 20}"
"Пожалуйста, выключи кондиционер",ac_off,
Включи обдув,ac_mode_set,"{""enabled"": true}"
Включи обогрев сиденья пассажира на полную мощность,seat_heater_set,"{""seat"": ""passenger"", ""level"": 100}"
Поставь вентиляцию для водителя на тридцать процентов,seat_vent_set,"{""seat"": ""driver"", ""level"": 30}"
Включи обогрев сиденья водителя,seat_heater_set,"{""seat"": ""driver"", ""level"": 100}"
Открой крышу на 70 процентов,sunroof_set,"{""action"": ""open"", ""percent"": 70}"
Закрой панорамную крышу,sunroof_close,
Сделай громче на десять,volume_change,"{""delta"": 10}"
Уменьши громкость на пятнадцать процентов,volume_change,"{""delta"": -15}"
Выключи музыку,stop_music,
Включи следующую песню,next_track,
Сделай громкость на 50,volume_set,"{""level"": 50}"
"Пожалуйста, переключи на радио",media_source_set,"{""source"": ""radio""}"
Как доехать до метро?,nav_start,"{""destination"": ""метро""}"
Отмени навигацию,nav_cancel,
Позвони другу,call_start,"{""contact"": ""друг""}"
Ответь на звонок,call_answer,
Заканчивай разговор,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
"Пожалуйста, выключи дальний свет",high_beam_set,"{""state"": ""off""}"
Установи дворники на среднюю скорость,wipers_set,"{""speed"": ""medium""}"
Сделай дождь в ручном режиме,rain_set,"{""mode"": ""manual""}"
"Привет, как дела?",chitchat,
Как у тебя настроение?,chitchat,
Закрой окно водителя полностью,window_set,"{""action"": ""close"", ""window"": ""driver""}"
Приоткрой пассажирское стекло на 30 процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
Открой все окна на 50%,window_set,"{""action"": ""set"", ""window"": ""all"", ""percent"": 50}"
"Можно, пожалуйста, закрыть окно у водителя?",window_set,"{""action"": ""close"", ""window"": ""driver""}"
Настрой кондиционер на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
Включи обогрев сиденья пассажира на максимум,seat_heater_set,"{""seat"": ""passenger"", ""level"": 100}"
Выключи кондиционер,ac_off,
Поставь температуру кондиционера на 18,ac_set,"{""state"": ""on"", ""temperature"": 18}"
Сделай погромче на 5,volume_change,"{""delta"": 5}"
Убавь громкость на 10 процентов,volume_change,"{""delta"": -10}"
Увеличь громкость на восемь,volume_change,"{""delta"": 8}"
Сделай звук потише,volume_change,"{""direction"": ""down""}"
Переключи на радио,media_source_set,"{""source"": ""radio""}"
Включи Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Поставь USB как источник,media_source_set,"{""source"": ""usb""}"
Переключи на следующий трек,next_track,
Сыграй предыдущий трек,previous_track,
Останови музыку,stop_music,
Как доехать до Маяка?,nav_start,"{""destination"": ""Маяк""}"
"Навигатор, проложи маршрут до Красной площади",nav_start,"{""destination"": ""Красная площадь""}"
Отмени навигацию,nav_cancel,
Позвони Сергею,call_start,"{""contact"": ""Сергей""}"
Ответь на звонок,call_answer,
Закончить звонок,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Переключи фары на авто,headlights_set,"{""state"": ""auto""}"
Включи дворники на высокой скорости,wipers_set,"{""speed"": ""high""}"
Установи обогрев руля,wheel_heater_set,"{""state"": ""on""}"
"Привет, как дела?",chitchat,
"Добрый день, что нового?",chitchat,
"Пожалуйста, открой окно у водителя",window_set,"{""action"": ""open"", ""window"": ""driver""}"
Закрой все окна,window_set,"{""action"": ""close"", ""window"": ""all""}"
Приоткрой пассажирское стекло на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""passenger"", ""percent"": 30}"
Сделай окно открытым полностью,window_set,"{""action"": ""open"", ""window"": ""all""}"
Закрой окно на стороне водителя,window_set,"{""action"": ""close"", ""window"": ""driver""}"
Включи кондиционер на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
"Поставь климат на 20 градусов, пожалуйста",ac_set,"{""state"": ""on"", ""temperature"": 20}"
Кондиционер выключен,ac_off,
"Убери кондиционер, отключи его",ac_off,
Включи обогрев сиденья пассажира,seat_heater_set,"{""seat"": ""passenger"", ""level"": 100}"
Сделай обогрев сиденья водителя на 50%,seat_heater_set,"{""seat"": ""driver"", ""level"": 50}"
Включи радиоприемник на 95.7,radio_set,"{""frequency"": ""95.7""}"
Переключись на радио 88.0,radio_set,"{""frequency"": ""88.0""}"
Поставь Bluetooth как источник,media_source_set,"{""source"": ""bluetooth""}"
Включи USB,media_source_set,"{""source"": ""usb""}"
Следующий трек,next_track,
Предыдущий трек,previous_track,
Сделай громче на десять,volume_change,"{""delta"": 10}"
Убавь звук на пятнадцать,volume_change,"{""delta"": -15}"
